YEAR_NBR,GENDER_CD,AGE_GROUP_CD,UC_NIV1,UC_NIV2,UC_NIV3,UC_NIV4,UC_CD,TOT_DEATHS_AMT,STD_DEATHS_NBR
2023,2,95,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,"C14: maligne neoplasma van overige en slecht omschreven lokalisaties van lip, mond- en keelholte","C140: farynx, niet gespecificeerd",C140,1,0.0164
2023,1,85,A00-B99: infectieziekten en parasitaire aandoeningen,A30-A49: overige bacteriële ziekten,A41: overige sepsis,"A419: sepsis, niet gespecificeerd",A419,43,1.1985
2023,2,75,G00-G99: ziekten van zenuwstelsel,G30-G32: overige degeneratieve ziekten van zenuwstelsel,G30: ziekte van alzheimer,G301: laat optredende ziekte van alzheimer,G301,14,0.372
2023,1,55,A00-B99: infectieziekten en parasitaire aandoeningen,B20-B24: ziekte door humaan immuno deficientievirus [hiv],B24: niet gespecificeerd ziekte door humaan immunodeficiëntievirus [hiv],,B24,1,0.026
2023,2,60,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C83: niet-folliculair lymfoom,C831: mantelcellymfoom,C831,1,0.024
2023,2,45,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,"C55: maligne neoplasma van uterus, deel niet gespecificeerd",,C55,1,0.035
2023,1,95,A00-B99: infectieziekten en parasitaire aandoeningen,A30-A49: overige bacteriële ziekten,A41: overige sepsis,A415: sepsis door overige gram-negatieve organismen,A415,1,0.0504
2023,1,60,K00-K93: ziekten van spijsverteringsstelsel,K90-K93: overige ziekten van spijsverteringsstelsel,K92: overige ziekten van spijsverteringsstelsel,"K922: gastro-intestinale bloeding, niet gespecificeerd",K922,13,0.342
2023,2,75,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C53: maligne neoplasma van cervix uteri,"C539: cervix uteri, niet gespecificeerd",C539,15,0.4
2023,2,65,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C22: maligne neoplasma van lever en intrahepatische galwegen,C220: levercelcarcinoom,C220,4,0.11
2023,1,85,N00-N99: ziekten van urogenitaal stelsel,N17-N19: nierinsufficiëntie,N19: niet gespecificeerde nierinsufficiëntie,,N19,45,1.254
2023,1,35,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C15: maligne neoplasma van oesofagus,"C159: oesofagus, niet gespecificeerd",C159,3,0.098
2023,1,35,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C71: maligne neoplasma van hersenen,"C719: hersenen, niet gespecificeerd",C719,4,0.133
2023,1,85,I00-I99: ziekten van hart en vaatstelsel,I30-I52: overige hartziekten,I49: overige hartritmestoornissen,"I499: ritmestoornis, niet gespecificeerd",I499,20,0.558
2023,1,70,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C61: maligne neoplasma van prostaat,,C61,89,2.71
2023,2,25,V01-Y98: uitwendige oorzaken van ziekte en sterfte,Y10-Y34: gebeurtenis waarvan niet duidelijk is of deze accidenteel of opzettelijk is ontstaan,Y34: niet gespecificeerde gebeurtenis - opzet niet bepaald,,Y34,4,0.12
2023,2,85,I00-I99: ziekten van hart en vaatstelsel,I30-I52: overige hartziekten,I35: niet-reumatische aortaklepaandoeningen,I350: aorta(klep)stenose,I350,68,1.1955
2023,2,60,I00-I99: ziekten van hart en vaatstelsel,I20-I25: ischemische hartziekten,I21: acuut myocardinfarct,"I219: acuut myocardinfarct, niet gespecificeerd",I219,9,0.234
2023,1,75,K00-K93: ziekten van spijsverteringsstelsel,K55-K64: overige ziekten van darmen,K56: paralytische ileus en darmobstructie zonder hernia,K566: overige en niet gespecificeerde darmobstructie,K566,15,0.46
2023,1,90,K00-K93: ziekten van spijsverteringsstelsel,"K80-K87: aandoeningen van galblaas, galwegen en pancreas",K80: cholelithiasis,K801: galblaassteen met overige cholecystitis,K801,4,0.1536
2023,2,75,V01-Y98: uitwendige oorzaken van ziekte en sterfte,W00-X59: overige uitwendige oorzaken van letsel door ongeval,W74: niet gespecificeerde verdrinking en onderdompeling,,W74,2,0.052
2023,1,90,I00-I99: ziekten van hart en vaatstelsel,I60-I69: cerebrovasculaire ziekten,I63: cerebraal infarct,I630: cerebraal infarct door trombose van precerebrale arteriën,I630,3,0.1152
2023,2,90,E00-E90: endocriene ziekten en voedings- en stofwisselingsstoornissen,E10-E14: diabetes mellitus,E14: niet gespecificeerde diabetes mellitus,E140: niet gespecificeerde diabetes mellitus met coma,E140,1,0.0184
2023,1,65,F00-F99: psychische stoornissen en gedragsstoornissen,F70-F79: zwakzinnigheid,F72: ernstige zwakzinnigheid,F729: ernstige zwakzinnigheid zonder vermelding van gedragsstoornissen,F729,1,0.0275
2023,2,90,K00-K93: ziekten van spijsverteringsstelsel,K65-K67: ziekten van peritoneum,K66: overige aandoeningen van peritoneum,K661: hemoperitoneum,K661,1,0.0184
2023,2,30,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C79: maligne neoplasma zonder gespecificeerde lokalisatie,C809: maligne neoplasma zonder gespecificeerde lokalisatie (niet gemeld),C809,1,0.0325
2023,2,25,V01-Y98: uitwendige oorzaken van ziekte en sterfte,X60-X84: opzettelijk zichzelf schade toebrengen,X80: opzettelijk zichzelf schade toebrengen door sprong van hooggelegen plaats,,X80,1,0.03
2023,1,70,K00-K93: ziekten van spijsverteringsstelsel,K90-K93: overige ziekten van spijsverteringsstelsel,K92: overige ziekten van spijsverteringsstelsel,"K922: gastro-intestinale bloeding, niet gespecificeerd",K922,18,0.55
2023,1,65,E00-E90: endocriene ziekten en voedings- en stofwisselingsstoornissen,E10-E14: diabetes mellitus,E14: niet gespecificeerde diabetes mellitus,E149: niet gespecificeerde diabetes mellitus zonder complicaties,E149,8,0.2255
2023,1,80,J00-J99: ziekten van ademhalingsstelsel,J40-J47: chronische aandoeningen van onderste luchtwegen,J45: astma,"J459: astma, niet gespecificeerd",J459,2,0.06
2023,2,75,V01-Y98: uitwendige oorzaken van ziekte en sterfte,W00-X59: overige uitwendige oorzaken van letsel door ongeval,X59: blootstelling aan niet gespecificeerde factor,X590: blootstelling aan niet gespecificeerde factor - in en om huis,X590,18,0.48
2023,1,75,F00-F99: psychische stoornissen en gedragsstoornissen,"F00-F09: organische, inclusief symptomatische, psychische stoornissen",F03: niet gespecificeerde dementie,,F03,113,3.468
2023,2,60,K00-K93: ziekten van spijsverteringsstelsel,"K80-K87: aandoeningen van galblaas, galwegen en pancreas",K85: acute pancreatitis,K859: ongespecifieerde acute pancreatitis,K859,4,0.108
2023,2,95,"R00-R99: symptomen, afwijkende klinische bevindingen en laboratoriumuitslagen, niet elders geclassificeerd",R00-R09: symptomen betreffende hart en vaatstelsel en ademhalingsstelsel,R09: overige symptomen betreffende hart en vaatstelsel en ademhalingsstelsel,R090: asfyxie,R090,7,0.1142
2023,1,65,M00-M99: ziekten van botspierstelsel en bindweefsel,M40-M54: dorsopathieën,M46: overige inflammatoire spondylopathieën,"M464: discitis, niet gespecificeerd",M464,2,0.055
2023,2,80,C00-D48: nieuwvormingen,D37-D48: neoplasmata met onzeker of onbekend gedrag,D45: polycythaemia vera,,D45,2,0.045
2023,1,45,I00-I99: ziekten van hart en vaatstelsel,I30-I52: overige hartziekten,I51: complicaties en slecht omschreven hartziekten,I518: overige slecht omschreven hartziekten,I518,2,0.063
2023,2,95,V01-Y98: uitwendige oorzaken van ziekte en sterfte,W00-X59: overige uitwendige oorzaken van letsel door ongeval,X59: blootstelling aan niet gespecificeerde factor,X599: blootstelling aan niet gespecificeerde factor - niet gespecificeerde plaats,X599,4,0.0652
2023,2,75,K00-K93: ziekten van spijsverteringsstelsel,K55-K64: overige ziekten van darmen,K59: overige functiestoornissen van darm,"K593: megacolon, niet elders geclassificeerd",K593,1,0.028
2023,1,40,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C79: maligne neoplasma zonder gespecificeerde lokalisatie,C809: maligne neoplasma zonder gespecificeerde lokalisatie (niet gemeld),C809,1,0.035
2023,2,65,H60-H95: ziekten van oor en processus mastoideus,H65-H75: aandoeningen van middenoor en mastoïd,H71: cholesteatoom van middenoor,,H71,1,0.0275
2023,1,30,V01-Y98: uitwendige oorzaken van ziekte en sterfte,W00-X59: overige uitwendige oorzaken van letsel door ongeval,X45: onopzettelijke vergiftiging door en blootstelling aan alcohol,,X45,1,0.0325
2023,2,95,F00-F99: psychische stoornissen en gedragsstoornissen,"F40-F48: neurotische, stress-gebonden en somatoforme stoornissen",F41: andere angststoornissen,F412: gemengde angststoornis en depressieve stoornis,F412,1,0.0164
2023,1,35,E00-E90: endocriene ziekten en voedings- en stofwisselingsstoornissen,E70-E90: stofwisselingsstoornissen,E84: cystische fibrose,E848: cystische fibrose met overige gespecificeerde verschijnselen,E848,1,0.035
2023,1,75,M00-M99: ziekten van botspierstelsel en bindweefsel,M40-M54: dorsopathieën,M48: overige spondylopathieën,M480: spinale stenose,M480,1,0.032
2023,2,75,V01-Y98: uitwendige oorzaken van ziekte en sterfte,W00-X59: overige uitwendige oorzaken van letsel door ongeval,W70: verdrinking en onderdompeling na val in buitenwater,,W70,1,0.028
2023,1,55,G00-G99: ziekten van zenuwstelsel,G20-G26: extrapiramidale aandoeningen en aandoeningen met abnormale bewegingen,G24: dystonie,"G249: dystonie, niet gespecificeerd",G249,1,0.026
2023,2,75,"R00-R99: symptomen, afwijkende klinische bevindingen en laboratoriumuitslagen, niet elders geclassificeerd",R00-R09: symptomen betreffende hart en vaatstelsel en ademhalingsstelsel,R06: afwijkingen van ademhaling,R060: dyspnoe,R060,1,0.028
2023,2,70,G00-G99: ziekten van zenuwstelsel,G10-G13: systeematrofieën die primair het centraal zenuwstelsel aantasten,G11: hereditaire ataxie,G114: hereditaire spastische paraplegie,G114,1,0.03
2023,2,65,V01-Y98: uitwendige oorzaken van ziekte en sterfte,W00-X59: overige uitwendige oorzaken van letsel door ongeval,W84: niet gespecificeerde belemmering van ademhaling,,W84,2,0.055
2023,1,70,V01-Y98: uitwendige oorzaken van ziekte en sterfte,W00-X59: overige uitwendige oorzaken van letsel door ongeval,W78: inhalatie van maaginhoud,,W78,2,0.06
2023,2,75,I00-I99: ziekten van hart en vaatstelsel,I20-I25: ischemische hartziekten,I25: chronische ischemische hartziekte,I251: atherosclerotische hartziekte,I251,16,0.424
2023,2,95,J00-J99: ziekten van ademhalingsstelsel,J40-J47: chronische aandoeningen van onderste luchtwegen,J44: overige chronische obstructieve longaandoeningen,"J449: chronische obstructieve longaandoening, niet gespecificeerd",J449,19,0.3102
2023,1,70,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C66: maligne neoplasma van ureter,,C66,2,0.06
2023,2,70,F00-F99: psychische stoornissen en gedragsstoornissen,"F00-F09: organische, inclusief symptomatische, psychische stoornissen",F01: vasculaire dementie,"F019: vasculaire dementie, niet gespecificeerd",F019,4,0.115
2023,2,40,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C18: maligne neoplasma van colon,C180: caecum,C180,2,0.063
2023,2,85,G00-G99: ziekten van zenuwstelsel,G40-G47: aandoeningen met episodisch en paroxysmaal verloop,G45: transient (cerebral) ischaemic attacks' [tia] en verwante syndromen,"G459: 'transient (cerebral) ischaemic attack' [tia], niet gespecificeerd",G459,3,0.0525
2023,1,75,V01-Y98: uitwendige oorzaken van ziekte en sterfte,Y10-Y34: gebeurtenis waarvan niet duidelijk is of deze accidenteel of opzettelijk is ontstaan,Y33: overige gespecificeerde gebeurtenissen - opzet niet bepaald,,Y33,1,0.032
2023,1,0,P00-P96: bepaalde aandoeningen die hun oorsprong hebben in perinatale periode,P05-P08: stoornissen gerelateerd aan zwangerschapsduur en foetale groei,P05: trage foetale groei en foetale ondervoeding,"P059: trage foetale groei, niet gespecificeerd",P059,1,0.031
2023,1,40,G00-G99: ziekten van zenuwstelsel,G90-G99: overige aandoeningen van zenuwstelsel,G93: overige hersenaandoeningen,G936: hersenoedeem,G936,1,0.035
2023,1,80,N00-N99: ziekten van urogenitaal stelsel,N25-N29: overige aandoeningen van nier en ureter,N26: niet gespecificeerde schrompelnier,,N26,1,0.03
2023,1,65,V01-Y98: uitwendige oorzaken van ziekte en sterfte,X60-X84: opzettelijk zichzelf schade toebrengen,X65: opzettelijke auto-intoxicatie door en opzettelijke blootstelling aan alcohol,,X65,1,0.0275
2023,2,70,I00-I99: ziekten van hart en vaatstelsel,"I80-I89: ziekten van venen, lymfevaten en lymfeklieren, niet elders geclassificeerd",I80: flebitis en tromboflebitis,I802: flebitis en tromboflebitis van overige diepe venen van onderste extremiteiten,I802,1,0.03
2023,2,75,M00-M99: ziekten van botspierstelsel en bindweefsel,M30-M36: systeemziekten van bindweefsel,M32: lupus erythematodes disseminatus [led],"M329: lupus erythematodes disseminatus [led], niet gespecificeerd",M329,1,0.028
2023,1,55,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C92: myeloïde leukemie,C921: chronische myeloïde leukemie,C921,1,0.026
2023,1,90,I00-I99: ziekten van hart en vaatstelsel,"I80-I89: ziekten van venen, lymfevaten en lymfeklieren, niet elders geclassificeerd",I83: varices van onderste extremiteiten,I830: varices van onderste extremiteiten met ulcus,I830,1,0.0384
2023,2,45,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C21: maligne neoplasma van anus en anaal kanaal,C211: anaal kanaal,C211,1,0.035
2023,1,90,K00-K93: ziekten van spijsverteringsstelsel,"K80-K87: aandoeningen van galblaas, galwegen en pancreas",K80: cholelithiasis,K803: steen van galweg met cholangitis,K803,1,0.0384
2023,1,80,I00-I99: ziekten van hart en vaatstelsel,"I70-I79: ziekten van arteriën, arteriolen en capillairen",I70: atherosclerose,I702: atherosclerose van arteriën van extremiteiten,I702,1,0.03
2023,1,90,I00-I99: ziekten van hart en vaatstelsel,I30-I52: overige hartziekten,I42: cardiomyopathie,"I429: cardiomyopathie, niet gespecificeerd",I429,9,0.3464
2023,1,85,I00-I99: ziekten van hart en vaatstelsel,I20-I25: ischemische hartziekten,I21: acuut myocardinfarct,"I219: acuut myocardinfarct, niet gespecificeerd",I219,208,5.799
2023,2,95,G00-G99: ziekten van zenuwstelsel,G30-G32: overige degeneratieve ziekten van zenuwstelsel,G30: ziekte van alzheimer,"G309: ziekte van alzheimer, niet gespecificeerd",G309,77,1.2568
2023,2,50,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C56: maligne neoplasma van ovarium,,C56,8,0.252
2023,1,90,K00-K93: ziekten van spijsverteringsstelsel,K90-K93: overige ziekten van spijsverteringsstelsel,K92: overige ziekten van spijsverteringsstelsel,"K922: gastro-intestinale bloeding, niet gespecificeerd",K922,21,0.8072
2023,2,50,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C50: maligne neoplasma van mamma,"C509: mamma, niet gespecificeerd",C509,44,1.372
2023,2,85,"R00-R99: symptomen, afwijkende klinische bevindingen en laboratoriumuitslagen, niet elders geclassificeerd",R00-R09: symptomen betreffende hart en vaatstelsel en ademhalingsstelsel,R09: overige symptomen betreffende hart en vaatstelsel en ademhalingsstelsel,R090: asfyxie,R090,7,0.123
2023,2,60,V01-Y98: uitwendige oorzaken van ziekte en sterfte,X60-X84: opzettelijk zichzelf schade toebrengen,X80: opzettelijk zichzelf schade toebrengen door sprong van hooggelegen plaats,,X80,2,0.054
2023,2,50,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,"C72: maligne neoplasma van ruggenmerg, hersenzenuwen en overige delen van centraal zenuwstelsel","C729: centraal zenuwstelsel, niet gespecificeerd",C729,5,0.154
2023,1,60,V01-Y98: uitwendige oorzaken van ziekte en sterfte,W00-X59: overige uitwendige oorzaken van letsel door ongeval,W84: niet gespecificeerde belemmering van ademhaling,,W84,2,0.054
2023,1,55,G00-G99: ziekten van zenuwstelsel,G90-G99: overige aandoeningen van zenuwstelsel,G93: overige hersenaandoeningen,G936: hersenoedeem,G936,1,0.026
2023,2,65,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C84: rijp t/nk - cel lymfoom,"C849: rijp t/nk-cel lymfoom, niet gespecificeerd",C849,1,0.0275
2023,2,90,N00-N99: ziekten van urogenitaal stelsel,N10-N16: tubulo-interstitiële nierziekten,N11: chronische tubulo-interstitiële nefritis,N111: chronische obstructieve pyelonefritis,N111,1,0.0184
2023,1,85,K00-K93: ziekten van spijsverteringsstelsel,K65-K67: ziekten van peritoneum,K66: overige aandoeningen van peritoneum,K661: hemoperitoneum,K661,1,0.0285
2023,1,95,I00-I99: ziekten van hart en vaatstelsel,I30-I52: overige hartziekten,I49: overige hartritmestoornissen,I495: sick sinus syndrome,I495,1,0.0504
2023,1,20,V01-Y98: uitwendige oorzaken van ziekte en sterfte,V01-V99: vervoersongevallen,V29: motorrijder gewond bij overige en niet gespecificeerde vervoersongevallen,V299: motorrijder [elke] gewond bij niet gespecificeerd verkeersongeval,V299,2,0.066
2023,2,70,N00-N99: ziekten van urogenitaal stelsel,N17-N19: nierinsufficiëntie,N18: chronische nierziekte,"N189: chronische nierziekte, niet gespecificeerd",N189,6,0.17
2023,1,90,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C22: maligne neoplasma van lever en intrahepatische galwegen,C221: carcinoom van intrahepatische galwegen,C221,11,0.4232
2023,1,40,V01-Y98: uitwendige oorzaken van ziekte en sterfte,Y10-Y34: gebeurtenis waarvan niet duidelijk is of deze accidenteel of opzettelijk is ontstaan,Y14: vergiftiging door en blootstelling aan overige en niet gespecificeerde geneesmiddelen en biologische stoffen - opzet niet bepaald,,Y14,7,0.224
2023,1,75,I00-I99: ziekten van hart en vaatstelsel,I20-I25: ischemische hartziekten,I25: chronische ischemische hartziekte,I255: ischemische cardiomyopathie,I255,23,0.704
2023,2,90,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C18: maligne neoplasma van colon,C187: colon sigmoideum,C187,6,0.1088
2023,2,95,I00-I99: ziekten van hart en vaatstelsel,I20-I25: ischemische hartziekten,I25: chronische ischemische hartziekte,I251: atherosclerotische hartziekte,I251,16,0.2612
2023,2,80,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C92: myeloïde leukemie,C921: chronische myeloïde leukemie,C921,3,0.0675
2023,2,90,E00-E90: endocriene ziekten en voedings- en stofwisselingsstoornissen,E70-E90: stofwisselingsstoornissen,"E87: overige stoornissen van vocht-, elektrolyten- en zuur-base-evenwicht","E878: overige stoornissen van elektrolyten- en vochtbalans, niet elders geclassificeerd",E878,2,0.036
2023,2,95,M00-M99: ziekten van botspierstelsel en bindweefsel,M00-M25: artropathieën,M06: overige reumatoïde artritis,"M069: reumatoïde artritis, niet gespecificeerd",M069,2,0.0326
2023,2,80,E00-E90: endocriene ziekten en voedings- en stofwisselingsstoornissen,E10-E14: diabetes mellitus,E14: niet gespecificeerde diabetes mellitus,E142: niet gespecificeerde diabetes mellitus met niercomplicaties,E142,4,0.0925
2023,1,35,V01-Y98: uitwendige oorzaken van ziekte en sterfte,W00-X59: overige uitwendige oorzaken van letsel door ongeval,"W77: belemmering van ademhaling door bedelving, vallende aarde en overige materialen",,W77,1,0.035
2023,1,90,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C94: overige vormen van leukemie van gespecificeerd celtype,"C946:  myelodysplastische en myeloproliferatieve aandoening, niet geclassificeerd",C946,1,0.0384
2023,1,85,V01-Y98: uitwendige oorzaken van ziekte en sterfte,Y40-Y84: genees-en heelkundige behandeling als oorzaak van complicaties,"Y83: operatie en overige heelkundige verrichtingen als oorzaak van afwijkende reactie van patiënt of van latere complicatie, zonder vermelding van afwijkende gang van zaken tijdens verrichting",Y836: verwijdering van overig orgaan (gedeeltelijk)(volledig),Y836,1,0.0285
2023,2,55,V01-Y98: uitwendige oorzaken van ziekte en sterfte,Y10-Y34: gebeurtenis waarvan niet duidelijk is of deze accidenteel of opzettelijk is ontstaan,"Y30: vallen, springen of geduwd worden van een hooggelegen plaats - opzet niet bepaald",,Y30,1,0.026
2023,2,85,M00-M99: ziekten van botspierstelsel en bindweefsel,M00-M25: artropathieën,M20: verworven misvormingen van vingers en tenen,"M206: verworven misvorming van teen (tenen), niet gespecificeerd",M206,1,0.018
2023,1,95,A00-B99: infectieziekten en parasitaire aandoeningen,A00-A09: intestinale infecties,A04: overige bacteriële intestinale infecties,A047: enterocolitis door clostridium difficile,A047,1,0.0504
2023,2,20,V01-Y98: uitwendige oorzaken van ziekte en sterfte,X60-X84: opzettelijk zichzelf schade toebrengen,X69: opzettelijke auto-intoxicatie door en opzettelijke blootstelling aan overige en niet gespecificeerde chemicaliën en schadelijke stoffen,,X69,1,0.03
2023,2,80,"R00-R99: symptomen, afwijkende klinische bevindingen en laboratoriumuitslagen, niet elders geclassificeerd",R50-R69: algemene symptomen,"R57: shock, niet elders geclassificeerd",R570: cardiogene shock,R570,1,0.0225
2023,2,75,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C06: maligne neoplasma van overige en niet gespecificeerde delen van mond,"C069: mond, niet gespecificeerd",C069,1,0.028
2023,1,20,G00-G99: ziekten van zenuwstelsel,G40-G47: aandoeningen met episodisch en paroxysmaal verloop,G41: status epilepticus,"G419: status epilepticus, niet gespecificeerd",G419,1,0.03
2023,2,75,K00-K93: ziekten van spijsverteringsstelsel,K70-K77: ziekten van lever,K74: leverfibrose en levercirrose,K743: primaire biliaire cirrose,K743,1,0.028
2023,2,50,I00-I99: ziekten van hart en vaatstelsel,I60-I69: cerebrovasculaire ziekten,I63: cerebraal infarct,I633: cerebraal infarct door trombose van cerebrale arteriën,I633,1,0.028
2023,2,90,I00-I99: ziekten van hart en vaatstelsel,I60-I69: cerebrovasculaire ziekten,I69: late gevolgen van cerebrovasculaire ziekten,"I694: late gevolgen van beroerte, niet gespecificeerd als bloeding of infarct",I694,15,0.2728
2023,1,95,J00-J99: ziekten van ademhalingsstelsel,J95-J99: overige aandoeningen van ademhalingsstelsel,J98: overige respiratoire aandoeningen,J987: overige gespecificeerde respiratoire infecties,J987,10,0.5038
2023,2,85,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C84: rijp t/nk - cel lymfoom,"C849: rijp t/nk-cel lymfoom, niet gespecificeerd",C849,3,0.0525
2023,2,75,V01-Y98: uitwendige oorzaken van ziekte en sterfte,W00-X59: overige uitwendige oorzaken van letsel door ongeval,W19: niet gespecificeerde val,,W19,34,0.904
2023,1,85,I00-I99: ziekten van hart en vaatstelsel,I60-I69: cerebrovasculaire ziekten,I63: cerebraal infarct,I632: cerebraal infarct door niet gespecificeerde occlusie of stenose van precerebrale arteriën,I632,7,0.195
2023,2,75,K00-K93: ziekten van spijsverteringsstelsel,"K20-K31: ziekten van slokdarm, maag en duodenum",K25: ulcus ventriculi,"K255: ulcus ventriculi, chronisch of niet gespecificeerd met perforatie",K255,2,0.052
2023,1,75,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C32: maligne neoplasma van larynx,C320: glottis,C320,2,0.06
2023,2,70,G00-G99: ziekten van zenuwstelsel,G30-G32: overige degeneratieve ziekten van zenuwstelsel,"G31: overige degeneratieve ziekten van zenuwstelsel, niet elders geclassificeerd",G318: overige gespecificeerde degeneratieve ziekten van zenuwstelsel,G318,2,0.055
2023,2,85,K00-K93: ziekten van spijsverteringsstelsel,"K20-K31: ziekten van slokdarm, maag en duodenum",K22: overige ziekten van slokdarm,K222: obstructie van slokdarm,K222,3,0.0525
2023,1,80,J00-J99: ziekten van ademhalingsstelsel,J09-J18: influenza en pneumonie,"J18: pneumonie, organisme niet gespecificeerd","J181: lobaire pneumonie, niet gespecificeerd",J181,2,0.06
2023,1,60,K00-K93: ziekten van spijsverteringsstelsel,K70-K77: ziekten van lever,"K72: leverinsufficiëntie, niet elders geclassificeerd",K721: chronische leverinsufficiëntie,K721,2,0.054
2023,1,80,K00-K93: ziekten van spijsverteringsstelsel,K65-K67: ziekten van peritoneum,K66: overige aandoeningen van peritoneum,K661: hemoperitoneum,K661,2,0.06
2023,1,90,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,"C14: maligne neoplasma van overige en slecht omschreven lokalisaties van lip, mond- en keelholte","C140: farynx, niet gespecificeerd",C140,1,0.0384
2023,2,80,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C71: maligne neoplasma van hersenen,C711: frontale kwab,C711,1,0.0225
2023,1,65,J00-J99: ziekten van ademhalingsstelsel,J85-J86: etterige en necrotische aandoeningen van onderste luchtwegen,J86: pyothorax,J869: pyothorax zonder fistel,J869,1,0.0275
2023,1,85,H60-H95: ziekten van oor en processus mastoideus,H90-H95: overige aandoeningen van oor,"H93: overige aandoeningen van oor, niet elders geclassificeerd",H931: tinnitus,H931,1,0.0285
2023,2,60,N00-N99: ziekten van urogenitaal stelsel,N17-N19: nierinsufficiëntie,N18: chronische nierziekte,"N185: chronische nierziekte, stadium 5",N185,1,0.024
2023,2,75,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C44: overige maligne neoplasmata van huid,"C444: huid van hals, nek en (behaarde deel van) schedel",C444,1,0.028
2023,2,15,V01-Y98: uitwendige oorzaken van ziekte en sterfte,W00-X59: overige uitwendige oorzaken van letsel door ongeval,X59: blootstelling aan niet gespecificeerde factor,X599: blootstelling aan niet gespecificeerde factor - niet gespecificeerde plaats,X599,1,0.033
2023,1,85,M00-M99: ziekten van botspierstelsel en bindweefsel,M80-M94: osteopathieën en chondropathieën,M86: osteomyelitis,"M869: osteomyelitis, niet gespecificeerd",M869,12,0.3345
2023,2,95,J00-J99: ziekten van ademhalingsstelsel,J09-J18: influenza en pneumonie,"J18: pneumonie, organisme niet gespecificeerd","J180: bronchopneumonie, niet gespecificeerd",J180,23,0.3754
2023,2,85,"R00-R99: symptomen, afwijkende klinische bevindingen en laboratoriumuitslagen, niet elders geclassificeerd",R50-R69: algemene symptomen,R64: cachexie,,R64,37,0.651
2023,2,80,C00-D48: nieuwvormingen,D37-D48: neoplasmata met onzeker of onbekend gedrag,"D38: neoplasma met onzeker of onbekend gedrag van middenoor, tractus respiratorius en intrathoracale organen","D381: trachea, bronchus en long",D381,5,0.115
2023,2,80,K00-K93: ziekten van spijsverteringsstelsel,K55-K64: overige ziekten van darmen,K62: overige ziekten van anus en rectum,K625: bloeding van anus en rectum,K625,3,0.0675
2023,1,65,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C26: maligne neoplasma van overige en slecht omschreven delen van spijsverteringsstelsel,"C260: tractus intestinalis, deel niet gespecificeerd",C260,5,0.143
2023,1,40,V01-Y98: uitwendige oorzaken van ziekte en sterfte,X60-X84: opzettelijk zichzelf schade toebrengen,X71: opzettelijk zichzelf schade toebrengen door verdrinking en onderdompeling,,X71,2,0.063
2023,1,65,I00-I99: ziekten van hart en vaatstelsel,I10-I15: hypertensieve ziekten,I11: hypertensieve hartziekte,I119: hypertensieve hartziekte zonder (congestieve) hartdecompensatie,I119,1,0.0275
2023,1,60,I00-I99: ziekten van hart en vaatstelsel,I60-I69: cerebrovasculaire ziekten,I61: intracerebrale bloeding,I614: intracerebrale bloeding in cerebellum,I614,1,0.024
2023,2,15,D50-D89: ziekten van bloed en bloedvormende organen en bepaalde aandoeningen van immuunsysteem,"D65-D69: stollingsstoornissen, purpura en overige hemorragische aandoeningen",D68: overige stollingsstoornissen,"D689: stollingsstoornis, niet gespecificeerd",D689,1,0.033
2023,2,70,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C40: maligne neoplasma van bot en gewrichtskraakbeen van extremiteiten,C402: lange beenderen van onderste extremiteit,C402,1,0.03
2023,2,80,I00-I99: ziekten van hart en vaatstelsel,"I70-I79: ziekten van arteriën, arteriolen en capillairen",I70: atherosclerose,I700: atherosclerose van aorta,I700,1,0.0225
